nombre-pelicula;año;tipo-largometraje;duracion-min;tipo-filme;color;director-01;idioma;consol-idioma;lugar-prod;consol-lugar-prod;pais-rodaje;consol-pais-rodaje;lugar-estreno;pais-estreno;sinopsis;Columna1;Columna2;Columna3;Columna4;Columna5;Columna6;Columna7;Columna8;Columna9;Columna10;Columna11;Columna12;Columna13;Columna14;Columna15;Columna16;Columna17;Columna18;Columna19;Columna20;Columna21;Columna22;Columna23;Columna24;Columna25;Columna26;Columna27;Columna28;Columna29;Columna30;Columna31;Columna32;Columna33;Columna34;Columna35;Columna36;Columna37;Columna38;Columna39;Columna40;Columna41;Columna42;Columna43;Columna44;Columna45;Columna46;Columna47;Columna48;Columna49;Columna50;Columna51;Columna52;Columna53;Columna54;Columna55;Columna56;Columna57;Columna58;Columna59;Columna60;Columna61;Columna62;Columna63;Columna64;Columna65;Columna66;Columna67;Columna68;Columna69;Columna70;Columna71;Columna72;Columna73;Columna74;Columna75;Columna76;Columna77;Columna78;Columna79;Columna80;Columna81;Columna82;Columna83;Columna84;Columna85;Columna86;Columna87;Columna88;Columna89;Columna90;Columna91;Columna92;Columna93;Columna94;Columna95;Columna96;Columna97;Columna98;Columna99;Columna100;Columna101;Columna102;Columna103;Columna104;Columna105;Columna106;Columna107;Columna108;Columna109;Columna110;Columna111;Columna112;Columna113;Columna114;Columna115;Columna116;Columna117;Columna118;Columna119;Columna120;Columna121;Columna122;Columna123;Columna124;Columna125;Columna126;Columna127;Columna128;Columna129;Columna130;Columna131;Columna132;Columna133;Columna134;Columna135;Columna136;Columna137;Columna138;Columna139;Columna140;Columna141;Columna142;Columna143;Columna144;Columna145;Columna146;Columna147;Columna148;Columna149;Columna150;Columna151;Columna152;Columna153;Columna154;Columna155;Columna156;Columna157;Columna158;Columna159;Columna160;Columna161;Columna162;Columna163;Columna164;Columna165;Columna166;Columna167;Columna168;Columna169;Columna170;Columna171;Columna172;Columna173;Columna174;Columna175;Columna176;Columna177;Columna178;Columna179;Columna180;Columna181;Columna182;Columna183;Columna184;Columna185;Columna186;Columna187;Columna188;Columna189;Columna190;Columna191;Columna192;Columna193;Columna194;Columna195;Columna196;Columna197;Columna198;Columna199;Columna200;Columna201;Columna202;Columna203;Columna204;Columna205;Columna206;Columna207;Columna208;Columna209;Columna210;Columna211;Columna212;Columna213;Columna214;Columna215;Columna216;Columna217;Columna218;Columna219;Columna220;Columna221;Columna222;Columna223;Columna224;Columna225;Columna226;Columna227;Columna228;Columna229;Columna230;Columna231;Columna232;Columna233;Columna234;Columna235;Columna236;Columna237;Columna238;Columna239;Columna240
Yikwa ni selk`nam ;2002;Largometraje documental ;52; Super 16 mm ; Color Blanco & negro;Christian Aylwin;Español;Español;Chile;Chile;Chile;Chile;Festival Internacional de Documentales deChile; Chile;"Este documental recrea los mitos de origen del pueblo selk’nam y las vivencias de los jóvenes iniciados en el gran secreto de la ceremonia del Hain. Su estructura narrativa rompe con las convenciones del documental expositivo al proponer una mirada subjetiva, de un indígena ausente, que implica un espectador activo en la construcción del relato. Muy similar a las propuestas narrativas provenientes de las artes visuales, en general, y de Juan Downey, en particular. Su vinculación con el documental radica en la representación de un mundo histórico, que alguna vez existió, fundamentado a través de una investigación, y recreado audiovisualmente. Entre los recursos audiovisuales destacan la utilización de las convenciones de la mirada indígena, caracterizada por la cámara en mano, presencia del gran angular, e imágenes en blanco y negro.
 Un fragmento disponible en este link.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pornostars ;2002;Largometraje documental ;62; DVCam ; Color;Carolina Disegni;Español;Español;Chile;Chile;Chile;Chile;Festival Internacional de Documentales deChile; Chile;La historia de la primera actriz porno y el primer director de películas XXX enChile Los sueños y delirios de una pareja que pasa de la clandestinidad a la fama. (Fuente: Chile);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El carrete ;2002;Largometraje de ficción ;74; Digital ; Blanco & negro;Oliver Leftaro;Español;Español;Chile;Chile;Chile;Chile;NI;NI;La historia relata, el intento de cinco amigos que organizan un carrete, con el fin último, de incursionar en una orgía. Pero las cosas se les complican más de la cuenta cuando la película es cortada por “falta de presupuesto”. Es ahí donde comienza la parte documental con la travesía de los realizadores, por encontrar financiamiento, llegando incluso al extremo, de filmar una película pornográfica.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Volver a vernos ;2002;Largometraje documental ;81; 35 mm ; Color;Paula Rodríguez Sickert;Español;Español;Chile;Chile;Chile;Chile;Festival Internacional de Documentales deChile; Chile;La película documenta el testimonio de tres representantes de la generación que creció en la dictadura de Pinochet, “Los niños de Pinochet”, a la cual la directora Paula Rodríguez pertenece. Carolina Tohá, Enrique París y Alejandro Goic, quienes fueron dirigentes estudiantiles durante la dictadura, son representantes de la generación que creció con y contra la autoridad de Pinochet. El período que abarca el documental es desde el golpe militar en 1973, cuando los protagonistas eran niños, hasta la actualidad, donde ya adultos se encuentran para volver a ver, volver a verse. (Fuente: Chile);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estrecho de Magallanes: (Des)encuentro de dos miradas ;2002;Largometraje documental ;60;  ; Color;Hernán Dinamarca;Español;Español;Chile;Chile;Chile;Chile;NI;NI;La telúrica belleza del Estrecho de Magallanes, de sus costas y de sus cielos, es el escenario del documental. En un montaje paralelo se relatan dos de los más intensos dramas de la colonización moderna. Por un lado, la dramática odisea del último gran conquistador español, Pedro Sarmiento de Gamboa. Por otro, el trágico desencuentro cultural entre el hombre blanco occidental y las culturas indígenas originarias. El documental avanza en un contrapunto entre dos miradas o dos cosmovisiones que nunca dialogaron. Sin embargo, en el presente, a finales de una modernidad occidental en crisis de paradigma o cosmovisión, es necesario un reencuentro de esas miradas, recuperando lo mejor de la sabiduría de cada una.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sin-con-sentidos ;2002;Largometraje documental ;120; Hi 8 ; Color;Mateo Yuras;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Largometraje inclasificable. Una especie de documental autobiográfico que integra elementos del cine de ensayo, incluye escenificaciones teatrales, diaporamas, sketches y secuencias de comentario politico y social cuya voz en off hace el mismo director. En diversas secuencias del metraje aparece “El peladilla”, una caricatura que guia el relato. La pieza recorre inquietudes íntimas del director que van desde apuntes sobre la historia de sus padres, un soldado de la primera Guerra mundial y una enfermera en el mismo conflicto bélico, pasando por emotivas rememoranzas a su esposa fallecida en 1987. (C.M.);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Leyton ;2002;Largometraje de ficción ;90; Digital ; Color;Gonzalo Justiniano;Español;Español;Chile;Chile;Chile;Chile;NI;NI;"Leyton y Modesto son dos pescadores amigos de toda la vida. Leyton es un vividor que disfruta el momento sin complicaciones, especialmente de las mujeres que han sido ""descuidadas"" por sus maridos, por lo que es el personaje más amado y odiado de la Caleta. Modesto, amigo y confidente de Leyton es su polo opuesto; tranquilo, empeñoso y sin historias de amor. Para sorpresa de todos, Modesto se casa con Marta, una hermosa y tímida muchacha sin mayor experiencia en amor. Marta es acosada por Leyton y comienzan a vivir una aventura que los conducirá a un camino sin retorno.(Fuente: Catálogo Dirac)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paraíso B ;2002;Largometraje de ficción ;90; 35 mm ; Color;Nicolás Acuña;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Para muchos, Paraíso sólo es una tranquila plaza en el barrio de Independencia. Para otros, Paraíso es un lugar donde las apuestas clandestinas, el dinero, la pasión y la traición son cosa de cada día. Leo y Pedro son amigos de la infancia. Hoy a sus 27 años, trabajan bajo las órdenes de “El Jefe”, un hampón, dueño del barrio y de la vida de sus habitantes. Un día cualquiera, Leo recibe una noticia que cambiará su vida para siempre, Gloria, la hermana de Pedro y el amor de su vida, regresa a la ciudad. Leo y Gloria pasearán por sus recuerdos, en un intento por recuperar el amor perdido. (Fuente: Catálogo Dirac);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cofralandes I – Hoy en día (Rapsodia chilena) ;2002;Largometraje documental ;81; Mini DV ; Color;Raúl Ruiz;Español;Español;Chile,  Francia;Chile y otro;Chile;Chile;NI;NI;"Primer capítulo de Cofralandes, del cineasta chileno Raúl Ruiz. Entre irónicas imágenes como las de viejos pascueros trabajando en medio de un calor asfixiante, un francés trata de entender la cultura chilena. Este episodio fue galardonado con el Premio Glauber Rocha y el de la Prensa Internacional- Fripresci, en el Festival de Cine de Montreal 2002. Cofralandes, impresiones sobre Chile es un filme documental de Raúl Ruiz de capítulos autónomos que busca retratar los aspectos de la idiosincrasia chilena bajo un prisma emotivo y surrealista. Para el Premio Nacional, esta obra permite mostrar ""lo indiscernible de Chile"" porque es un intento de evidenciar ""ciertas cosas que sólo son transmisibles en cine"". Ruiz utilizó un presupuesto mínimo para realizar Cofralandes, prescindió de actores en la mayor parte de los capítulos y la filmó en formato digital. Cofralandes -palabra tomada de una canción de Violeta Parra y que remite a ""la tierra donde todo pasa""- fue exhibida en festivales internacionales como el de San Sebastián y de Toronto.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cofralandes II – Rostros y rincones ;2002;Largometraje documental ;81; Mini DV ; Color;Raúl Ruiz;Español;Español;Chile,  Francia;Chile y otro;Chile;Chile;NI;NI;"Segundo capítulo de la serie de documentales del cineasta chileno Raúl Ruiz. En él hay extensas tomas de los ""cantores a lo divino"".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fragmentos urbanos ;2002;Largometraje de ficción ;105; 16 mm ; Color;Antonino Ballestrazzi;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Seis directores fueron convocados para realizar este film. No se les pidió que crearan una historia especial, ni que siguieran un género o estilo determinado, pero sí debían incluir en sus historias elementos relacionados con cuerpos muertos. Es así como, Fragmentos Urbanos se compone de seis relatos: Oreja, Click, Mandarina Mecánica, Ciudad de Maravillas, Una Película de Temor y Demonio.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cofralandes III – Museos y clubes de la región Antártica ;2002;Largometraje documental ;64; Mini DV ; Color;Raúl Ruiz;Español;Español;Chile,  Francia;Chile y otro;Chile;Chile;NI;NI;"Tercer capítulo de la serie documental Cofralandes, de Raúl Ruiz. En él el delirio chileno llega a lo inesperado: eligen a Miss Piscina y se muestra un paseo por el Museo del Sándwich, donde uno de los actores explica la lamentable situación de los extinguidos sándwiches ""El ave María Purísima"".";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venancio Coñuepán, Cacique Patriota ;2002;Largometraje documental ;52; Video ; Color;Patricio Álvarez;Español,  Mapudungún;Español y otro;Chile;Chile;Chile;Chile;NI;NI;Un cacique se va a luchar por la independencia deChile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
En algún lugar del cielo ;2003;Largometraje documental ;60; DVCam ; Color;Alejandra Carmona Cannobbio;Español;Español;Chile;Chile;Chile;Chile;Festival de Documentales deChile; Chile;“En algún lugar del cielo es una historia autobiográfica que comienza un 11 de Septiembre de 1973 en Chile, cuando yo tenía ocho años. A partir de ese momento mi vida y la de mi familia cambió para siempre. Con mi madre tuvimos que partir al exilio a la ex RDA. Mi padre, el periodista Augusto Carmona, militante del MIR, se quedó en Chile en la clandestinidad hasta que en 1977 fue asesinado. A partir de estos dos hechos el documental reconstruye la historia de quienes se quedaron en Chile luchando para derrocar a la dictadura y de los que partimos al exilio y sufrimos el desarraigo.” (Fuente: www.adoc.cl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pequeña paloma blanca ;2003;Largometraje de ficción ;75; Digital ; Blanco & negro;Christian Barbé;Español;Español;Chile;Chile;España;Otro;NI;NI;"Arturo y franco son una pareja homosexual que vive en Barcelona sorteando relaciones incestuosas, sentimientos de culpa y alienación. éramos doce personas, entre actores y técnicos, viviendo en un piso con tres habitaciones durante dos meses, y nos habíamos comprometido a hacer una película sin guión y sin separarnos hasta terminarla. después de un par de semanas, como era de esperar, las relaciones se volvieron insoportables. De alguna forma, la película es un reflejo de todo eso. Ha sido estrenada en festivales de Guadalajara, Venecia, Barcelona y Grecia. Según el director: ""La película fue concebida como un laboratorio de experimentación actoral, bastante cooperativo y de carácter intensivo, en donde pude investigar psicologías rotas o quebradas"". US$ 100 MIL costó Pequeña paloma blanca y la posproducción se realizó en Copenhagen, Dinamarca, con miembros de la productora Zentropa, del director Lars Von Trier (Los idiotas).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Death Jesus ;2003;Largometraje de ficción ;52; Digital ; Color;Juan Manuel Aburto;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Cinta de ficción de bajo presupuesto que narra la historia de un trío de death-metal que roba el crucifijo de una iglesia para producir la carátula de su disco. La figura del Cristo no sólo cobra vida sino que se une a la banda como vocalista, provocando la ira del mismísimo diablo. Cuenta con la participación de Juan Álvarez, de Panzer.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viola Chilensis: Violeta Parra vida y obra ;2003;Largometraje documental ;85; Digital ; Color;Luis R. Vera;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Documental dirigido por Luis R. Vera sobre la figura de la famosa folclorista y creadora nacional. Junto con abundante material de archivo de la propia Violeta Parra, aparecen familiares, amigos y colegas dando su visión de este complejo personaje.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Los debutantes ;2003;Largometraje de ficción ;115; 35 mm ; Color;Andrés Waissbluth;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Dos hermanos huérfanos llegan aChile a probar suerte. El menor quiere perder su virginidad (Víctor) y el mayor (Silvio) necesita dinero para mantenerlos a ambos. La vida de los hermanos se quiebra luego que Silvio encuentra trabajo como asistente personal de un empresario mafioso y no puede resistir la tentación de iniciar un romance clandestino con Gracia, la chica que en el día trabaja como boletera en un cine porno y en la noche como bailarina en un club nocturno y que, además, de ser la amante de su jefe, es de quien Víctor se enamora platónicamente.(Fuente: Catálogo Dirac);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La cueca sola ;2003;Largometraje documental ;52; Digital ; Color;Marilú Mallet;Español;Español;Canadá;Otro;Chile;Chile;NI;NI;El 11 de septiembre de 1973, un golpe militar en Chile llevó al poder a Augusto Pinochet, y durante los 17 años siguientes, miles de mujeres y hombres fueron sacados de sus hogares, para no volver jamás. Desde entonces, las mujeres chilenas han bailado solas el tradicional baile de cortejo del país, y LA CUECA SOLA se ha convertido en un símbolo de la lucha de las mujeres contra la dictadura.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Apgar 11 ;2003;Largometraje documental ;61; DVCam ; Color;Cristián Leighton;Español;Español;Chile;Chile;NI;NI;NI;NI;El día 11 de Septiembre de 1973 seis madres dan a luz. Treinta años después, ellas y sus hijos reviven la historia de ese día: cuando cae Allende y se cruzan la vida con la muerte. Treinta años después hay un doble cumpleaños pero no precisamente para celebrar… sino para saber qué ha pasado con la memoria de este país. (Catálogo ADOC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ko Kris La ;2003;Largometraje documental ;57; Video ; Color;Cristóbal Cvitanic;Español;Español;Chile,  República Dominicana;Chile y otro;República Dominicana;Otro;NI;NI;El documental narra la situación de los picadores de caña de azúcar en la frontera dominico haitiana.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quilama, entre el cielo y la mar ;2003;Largometraje documental ;55; 35 mm ; Color;Claudio Mercado;Español;Español;Chile;Chile;Chile;Chile;NI;NI;En la caleta de Ventanas, zona central de Chile, vive Luis Galdames (Quilama), pescador tradicional y alférez de los bailes chinos. A través de él, este documental nos habla sobre la relación de los pescadores y el mar, los problemas que vive actualmente la pesca tradicional y la contaminación que sufre el lugar. Por otro lado, nos muestra la fuerza de la tradición de los bailes chinos y la función del alférez, mediador entre los hombres y las divinidades y portador del poder de sanación a través del canto.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trago dulce, trago amargo ;2003;Largometraje documental ;60; Digital ; Color;Daniel Evans;Español;Español;Chile;Chile;Chile;Chile;NI;NI;En una pequeña ciudad puerto del desierto de Atacama, un ex boxeador alcohólico da su último combate, esta vez contra sí mismo. Su accionar en la caleta y el pueblo no deja dudas de la tremenda lucha que se libra en su interior, entre la falta de sentido de su vida presente y la extraordinaria fuerza vital que le impide abandonarse por completo. (Fuente: www.adoc.cl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El loco Erasmo ;2003;Largometraje de ficción ;82; Digital ; Color;Carlos Bussenius;Español;Español;Chile;Chile;Chile;Chile;NI;NI;Es la historia de un realizador de videos, cuya finalidad es la concreción de su obra, mientras debe usar su ingenio para subsistir la dura realidad. El desamor, las alegrías, las dolidas interrogantes de la vida, marcan el itinerario a través del cual va creciendo este realizador. La apertura de un amigo a la posibilidad de la aprobación de su proyecto final, que daría solución al inminente desastre económico en su vida, da el sustento a esta trama, en donde se expone la vida de este realizador, donde se entremezclan permanentemente sus problemas cotidianos, con su búsqueda de sentido y realización en el campo profesional y artístico.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
